,key,fitness_vector,rate,fixed_value,use_fitness_vector,use_per_gene_config,fitness_goal
1,global_crossover_rate,WORSE,0.23279088636103018,,False,False,three_cycle
2,seed,WORSE,0.0002653596968386363,,False,False,three_cycle
3,stamp,WORSE,0.0002653596968386363,,False,False,three_cycle
4,stamp_offset,WORSE,0.0002653596968386363,,False,False,three_cycle
5,repeat_mode,WORSE,0.0002653596968386363,,False,False,three_cycle
6,repeat_offset,WORSE,0.0002653596968386363,,False,False,three_cycle
7,mirror,WORSE,0.0002653596968386363,,False,False,three_cycle
0,global_mutation_rate,SAME,0.0002653596968386363,,False,False,three_cycle
1,global_crossover_rate,SAME,0.23279088636103018,,False,False,three_cycle
2,seed,SAME,0.0002653596968386363,,False,False,three_cycle
3,stamp,SAME,0.0002653596968386363,,False,False,three_cycle
4,stamp_offset,SAME,0.0002653596968386363,,False,False,three_cycle
5,repeat_mode,SAME,0.0002653596968386363,,False,False,three_cycle
6,repeat_offset,SAME,0.0002653596968386363,,False,False,three_cycle
7,mirror,SAME,0.0002653596968386363,,False,False,three_cycle
0,global_mutation_rate,BETTER,0.0002653596968386363,,False,False,three_cycle
1,global_crossover_rate,BETTER,0.23279088636103018,,False,False,three_cycle
2,seed,BETTER,0.0002653596968386363,,False,False,three_cycle
3,stamp,BETTER,0.0002653596968386363,,False,False,three_cycle
4,stamp_offset,BETTER,0.0002653596968386363,,False,False,three_cycle
5,repeat_mode,BETTER,0.0002653596968386363,,False,False,three_cycle
6,repeat_offset,BETTER,0.0002653596968386363,,False,False,three_cycle
7,mirror,BETTER,0.0002653596968386363,,False,False,three_cycle
0,global_mutation_rate,WORSE,0.006394267984578837,,False,True,three_cycle
1,global_crossover_rate,WORSE,0.6349782881970603,,False,True,three_cycle
2,seed,WORSE,0.0008619515203716965,,False,True,three_cycle
3,stamp,WORSE,0.0,True,False,True,three_cycle
4,stamp_offset,WORSE,0.006207740782336708,,False,True,three_cycle
5,repeat_mode,WORSE,0.0,3,False,True,three_cycle
6,repeat_offset,WORSE,0.004624782539843656,,False,True,three_cycle
7,mirror,WORSE,0.007627198341846312,,False,True,three_cycle
0,global_mutation_rate,SAME,0.006394267984578837,,False,True,three_cycle
1,global_crossover_rate,SAME,0.6349782881970603,,False,True,three_cycle
2,seed,SAME,0.0008619515203716965,,False,True,three_cycle
3,stamp,SAME,0.0,True,False,True,three_cycle
4,stamp_offset,SAME,0.006207740782336708,,False,True,three_cycle
5,repeat_mode,SAME,0.0,3,False,True,three_cycle
6,repeat_offset,SAME,0.004624782539843656,,False,True,three_cycle
7,mirror,SAME,0.007627198341846312,,False,True,three_cycle
0,global_mutation_rate,BETTER,0.006394267984578837,,False,True,three_cycle
1,global_crossover_rate,BETTER,0.6349782881970603,,False,True,three_cycle
2,seed,BETTER,0.0008619515203716965,,False,True,three_cycle
3,stamp,BETTER,0.0,True,False,True,three_cycle
4,stamp_offset,BETTER,0.006207740782336708,,False,True,three_cycle
5,repeat_mode,BETTER,0.0,3,False,True,three_cycle
6,repeat_offset,BETTER,0.004624782539843656,,False,True,three_cycle
7,mirror,BETTER,0.007627198341846312,,False,True,three_cycle
0,global_mutation_rate,WORSE,0.00872416202993161,,True,False,three_cycle
1,global_crossover_rate,WORSE,0.23279088636103018,,True,False,three_cycle
2,seed,WORSE,0.00872416202993161,,True,False,three_cycle
3,stamp,WORSE,0.00872416202993161,,True,False,three_cycle
4,stamp_offset,WORSE,0.00872416202993161,,True,False,three_cycle
5,repeat_mode,WORSE,0.00872416202993161,,True,False,three_cycle
6,repeat_offset,WORSE,0.00872416202993161,,True,False,three_cycle
7,mirror,WORSE,0.00872416202993161,,True,False,three_cycle
0,global_mutation_rate,SAME,0.00032100243904037765,,True,False,three_cycle
1,global_crossover_rate,SAME,0.10100142940972912,,True,False,three_cycle
2,seed,SAME,0.00032100243904037765,,True,False,three_cycle
3,stamp,SAME,0.00032100243904037765,,True,False,three_cycle
4,stamp_offset,SAME,0.00032100243904037765,,True,False,three_cycle
5,repeat_mode,SAME,0.00032100243904037765,,True,False,three_cycle
6,repeat_offset,SAME,0.00032100243904037765,,True,False,three_cycle
7,mirror,SAME,0.00032100243904037765,,True,False,three_cycle
0,global_mutation_rate,BETTER,0.0031545304805908193,,True,False,three_cycle
1,global_crossover_rate,BETTER,0.2779736031100921,,True,False,three_cycle
2,seed,BETTER,0.0031545304805908193,,True,False,three_cycle
3,stamp,BETTER,0.0031545304805908193,,True,False,three_cycle
4,stamp_offset,BETTER,0.0031545304805908193,,True,False,three_cycle
5,repeat_mode,BETTER,0.0031545304805908193,,True,False,three_cycle
6,repeat_offset,BETTER,0.0031545304805908193,,True,False,three_cycle
7,mirror,BETTER,0.0031545304805908193,,True,False,three_cycle
0,global_mutation_rate,WORSE,0.0023854494188890584,,True,True,three_cycle
1,global_crossover_rate,WORSE,0.22321073814882275,,True,True,three_cycle
2,seed,WORSE,0.0042564984626524294,,True,True,three_cycle
3,stamp,WORSE,0.0,True,True,True,three_cycle
4,stamp_offset,WORSE,0.00452818242403134,,True,True,three_cycle
5,repeat_mode,WORSE,3.100492499506059e-05,,True,True,three_cycle
6,repeat_offset,WORSE,0.0007417769649503516,,True,True,three_cycle
7,mirror,WORSE,0.00215073073879251,,True,True,three_cycle
0,global_mutation_rate,SAME,0.00473561060946128,,True,True,three_cycle
1,global_crossover_rate,SAME,0.7364712141640124,,True,True,three_cycle
2,seed,SAME,0.0008234169163480833,,True,True,three_cycle
3,stamp,SAME,0.0,True,True,True,three_cycle
4,stamp_offset,SAME,0.000806767227049473,,True,True,three_cycle
5,repeat_mode,SAME,0.007632092396575193,,True,True,three_cycle
6,repeat_offset,SAME,0.00906597676051492,,True,True,three_cycle
7,mirror,SAME,0.007107926884738049,,True,True,three_cycle
0,global_mutation_rate,BETTER,0.0011438944610930658,,True,True,three_cycle
1,global_crossover_rate,BETTER,0.6766994874229113,,True,True,three_cycle
2,seed,BETTER,0.0009652680651045762,,True,True,three_cycle
3,stamp,BETTER,0.0,True,True,True,three_cycle
4,stamp_offset,BETTER,0.000567808517916498,,True,True,three_cycle
5,repeat_mode,BETTER,0.0015971955739957934,,True,True,three_cycle
6,repeat_offset,BETTER,0.0007700572715769476,,True,True,three_cycle
7,mirror,BETTER,0.0013036957044067687,,True,True,three_cycle
0,global_mutation_rate,WORSE,0.005569497437746463,,False,False,left_to_right
1,global_crossover_rate,WORSE,0.6981393949882269,,False,False,left_to_right
2,seed,WORSE,0.005569497437746463,,False,False,left_to_right
3,stamp,WORSE,0.005569497437746463,,False,False,left_to_right
4,stamp_offset,WORSE,0.005569497437746463,,False,False,left_to_right
5,repeat_mode,WORSE,0.005569497437746463,,False,False,left_to_right
6,repeat_offset,WORSE,0.005569497437746463,,False,False,left_to_right
7,mirror,WORSE,0.005569497437746463,,False,False,left_to_right
0,global_mutation_rate,SAME,0.005569497437746463,,False,False,left_to_right
1,global_crossover_rate,SAME,0.6981393949882269,,False,False,left_to_right
2,seed,SAME,0.005569497437746463,,False,False,left_to_right
3,stamp,SAME,0.005569497437746463,,False,False,left_to_right
4,stamp_offset,SAME,0.005569497437746463,,False,False,left_to_right
5,repeat_mode,SAME,0.005569497437746463,,False,False,left_to_right
6,repeat_offset,SAME,0.005569497437746463,,False,False,left_to_right
7,mirror,SAME,0.005569497437746463,,False,False,left_to_right
0,global_mutation_rate,BETTER,0.005569497437746463,,False,False,left_to_right
1,global_crossover_rate,BETTER,0.6981393949882269,,False,False,left_to_right
2,seed,BETTER,0.005569497437746463,,False,False,left_to_right
3,stamp,BETTER,0.005569497437746463,,False,False,left_to_right
4,stamp_offset,BETTER,0.005569497437746463,,False,False,left_to_right
5,repeat_mode,BETTER,0.005569497437746463,,False,False,left_to_right
6,repeat_offset,BETTER,0.005569497437746463,,False,False,left_to_right
7,mirror,BETTER,0.005569497437746463,,False,False,left_to_right
0,global_mutation_rate,WORSE,0.007078409465484541,,False,True,left_to_right
1,global_crossover_rate,WORSE,0.7319075948446278,,False,True,left_to_right
2,seed,WORSE,0.0009541742409455286,,False,True,left_to_right
3,stamp,WORSE,0.0,True,False,True,left_to_right
4,stamp_offset,WORSE,0.006871925170940542,,False,True,left_to_right
5,repeat_mode,WORSE,0.01,,False,True,left_to_right
6,repeat_offset,WORSE,0.00815732399101376,,False,True,left_to_right
7,mirror,WORSE,0.006695792312514183,,False,True,left_to_right
0,global_mutation_rate,SAME,0.007078409465484541,,False,True,left_to_right
1,global_crossover_rate,SAME,0.7319075948446278,,False,True,left_to_right
2,seed,SAME,0.0009541742409455286,,False,True,left_to_right
3,stamp,SAME,0.0,True,False,True,left_to_right
4,stamp_offset,SAME,0.006871925170940542,,False,True,left_to_right
5,repeat_mode,SAME,0.01,,False,True,left_to_right
6,repeat_offset,SAME,0.00815732399101376,,False,True,left_to_right
7,mirror,SAME,0.006695792312514183,,False,True,left_to_right
0,global_mutation_rate,BETTER,0.007078409465484541,,False,True,left_to_right
1,global_crossover_rate,BETTER,0.7319075948446278,,False,True,left_to_right
2,seed,BETTER,0.0009541742409455286,,False,True,left_to_right
3,stamp,BETTER,0.0,True,False,True,left_to_right
4,stamp_offset,BETTER,0.006871925170940542,,False,True,left_to_right
5,repeat_mode,BETTER,0.01,,False,True,left_to_right
6,repeat_offset,BETTER,0.00815732399101376,,False,True,left_to_right
7,mirror,BETTER,0.006695792312514183,,False,True,left_to_right
0,global_mutation_rate,WORSE,0.004231379402008869,,True,False,left_to_right
1,global_crossover_rate,WORSE,0.7299310690899762,,True,False,left_to_right
2,seed,WORSE,0.004231379402008869,,True,False,left_to_right
3,stamp,WORSE,0.004231379402008869,,True,False,left_to_right
4,stamp_offset,WORSE,0.004231379402008869,,True,False,left_to_right
5,repeat_mode,WORSE,0.004231379402008869,,True,False,left_to_right
6,repeat_offset,WORSE,0.004231379402008869,,True,False,left_to_right
7,mirror,WORSE,0.004231379402008869,,True,False,left_to_right
0,global_mutation_rate,SAME,0.0021179820544208207,,True,False,left_to_right
1,global_crossover_rate,SAME,0.2011510633896959,,True,False,left_to_right
2,seed,SAME,0.0021179820544208207,,True,False,left_to_right
3,stamp,SAME,0.0021179820544208207,,True,False,left_to_right
4,stamp_offset,SAME,0.0021179820544208207,,True,False,left_to_right
5,repeat_mode,SAME,0.0021179820544208207,,True,False,left_to_right
6,repeat_offset,SAME,0.0021179820544208207,,True,False,left_to_right
7,mirror,SAME,0.0021179820544208207,,True,False,left_to_right
0,global_mutation_rate,BETTER,0.005392960887794583,,True,False,left_to_right
1,global_crossover_rate,BETTER,0.31171629130089495,,True,False,left_to_right
2,seed,BETTER,0.005392960887794583,,True,False,left_to_right
3,stamp,BETTER,0.005392960887794583,,True,False,left_to_right
4,stamp_offset,BETTER,0.005392960887794583,,True,False,left_to_right
5,repeat_mode,BETTER,0.005392960887794583,,True,False,left_to_right
6,repeat_offset,BETTER,0.005392960887794583,,True,False,left_to_right
7,mirror,BETTER,0.005392960887794583,,True,False,left_to_right
0,global_mutation_rate,WORSE,0.009884140019393625,,True,True,left_to_right
1,global_crossover_rate,WORSE,0.9690552360657037,,True,True,left_to_right
2,seed,WORSE,0.006408007711137461,,True,True,left_to_right
3,stamp,WORSE,0.0019711287641063398,,True,True,left_to_right
4,stamp_offset,WORSE,0.01,,True,True,left_to_right
5,repeat_mode,WORSE,0.009940487187164346,,True,True,left_to_right
6,repeat_offset,WORSE,0.0,"(21, 54)",True,True,left_to_right
7,mirror,WORSE,0.01,,True,True,left_to_right
0,global_mutation_rate,SAME,0.007923936606999303,,True,True,left_to_right
1,global_crossover_rate,SAME,0.4700103949603517,,True,True,left_to_right
2,seed,SAME,0.00030866494395238305,,True,True,left_to_right
3,stamp,SAME,0.01,,True,True,left_to_right
4,stamp_offset,SAME,0.01,,True,True,left_to_right
5,repeat_mode,SAME,0.01,,True,True,left_to_right
6,repeat_offset,SAME,0.0,"(21, 54)",True,True,left_to_right
7,mirror,SAME,0.007732929883552993,,True,True,left_to_right
0,global_mutation_rate,BETTER,0.006520190014006059,,True,True,left_to_right
1,global_crossover_rate,BETTER,0.4083480934300153,,True,True,left_to_right
2,seed,BETTER,0.01,,True,True,left_to_right
3,stamp,BETTER,0.0002001385093321252,,True,True,left_to_right
4,stamp_offset,BETTER,0.0009757887939283933,,True,True,left_to_right
5,repeat_mode,BETTER,0.002052982601177503,,True,True,left_to_right
6,repeat_offset,BETTER,0.0,"(21, 54)",True,True,left_to_right
7,mirror,BETTER,0.007055054406817317,,True,True,left_to_right
0,global_mutation_rate,WORSE,0.0070457183621492345,,False,False,symmetry
1,global_crossover_rate,WORSE,0.006498759678061017,,False,False,symmetry
2,seed,WORSE,0.0070457183621492345,,False,False,symmetry
3,stamp,WORSE,0.0070457183621492345,,False,False,symmetry
4,stamp_offset,WORSE,0.0070457183621492345,,False,False,symmetry
5,repeat_mode,WORSE,0.0070457183621492345,,False,False,symmetry
6,repeat_offset,WORSE,0.0070457183621492345,,False,False,symmetry
7,mirror,WORSE,0.0070457183621492345,,False,False,symmetry
0,global_mutation_rate,SAME,0.0070457183621492345,,False,False,symmetry
1,global_crossover_rate,SAME,0.006498759678061017,,False,False,symmetry
2,seed,SAME,0.0070457183621492345,,False,False,symmetry
3,stamp,SAME,0.0070457183621492345,,False,False,symmetry
4,stamp_offset,SAME,0.0070457183621492345,,False,False,symmetry
5,repeat_mode,SAME,0.0070457183621492345,,False,False,symmetry
6,repeat_offset,SAME,0.0070457183621492345,,False,False,symmetry
7,mirror,SAME,0.0070457183621492345,,False,False,symmetry
0,global_mutation_rate,BETTER,0.0070457183621492345,,False,False,symmetry
1,global_crossover_rate,BETTER,0.006498759678061017,,False,False,symmetry
2,seed,BETTER,0.0070457183621492345,,False,False,symmetry
3,stamp,BETTER,0.0070457183621492345,,False,False,symmetry
4,stamp_offset,BETTER,0.0070457183621492345,,False,False,symmetry
5,repeat_mode,BETTER,0.0070457183621492345,,False,False,symmetry
6,repeat_offset,BETTER,0.0070457183621492345,,False,False,symmetry
7,mirror,BETTER,0.0070457183621492345,,False,False,symmetry
0,global_mutation_rate,WORSE,0.007552651966358055,,False,True,symmetry
1,global_crossover_rate,WORSE,0.0588737668763234,,False,True,symmetry
2,seed,WORSE,0.01,,False,True,symmetry
3,stamp,WORSE,0.0,True,False,True,symmetry
4,stamp_offset,WORSE,0.007332333543015328,,False,True,symmetry
5,repeat_mode,WORSE,0.009710472883092375,,False,True,symmetry
6,repeat_offset,WORSE,0.0,"(1, 37)",False,True,symmetry
7,mirror,WORSE,0.01,,False,True,symmetry
0,global_mutation_rate,SAME,0.007552651966358055,,False,True,symmetry
1,global_crossover_rate,SAME,0.0588737668763234,,False,True,symmetry
2,seed,SAME,0.01,,False,True,symmetry
3,stamp,SAME,0.0,True,False,True,symmetry
4,stamp_offset,SAME,0.007332333543015328,,False,True,symmetry
5,repeat_mode,SAME,0.009710472883092375,,False,True,symmetry
6,repeat_offset,SAME,0.0,"(1, 37)",False,True,symmetry
7,mirror,SAME,0.01,,False,True,symmetry
0,global_mutation_rate,BETTER,0.007552651966358055,,False,True,symmetry
1,global_crossover_rate,BETTER,0.0588737668763234,,False,True,symmetry
2,seed,BETTER,0.01,,False,True,symmetry
3,stamp,BETTER,0.0,True,False,True,symmetry
4,stamp_offset,BETTER,0.007332333543015328,,False,True,symmetry
5,repeat_mode,BETTER,0.009710472883092375,,False,True,symmetry
6,repeat_offset,BETTER,0.0,"(1, 37)",False,True,symmetry
7,mirror,BETTER,0.01,,False,True,symmetry
0,global_mutation_rate,WORSE,0.007625108000751513,,True,False,symmetry
1,global_crossover_rate,WORSE,0.5303536721951775,,True,False,symmetry
2,seed,WORSE,0.007625108000751513,,True,False,symmetry
3,stamp,WORSE,0.007625108000751513,,True,False,symmetry
4,stamp_offset,WORSE,0.007625108000751513,,True,False,symmetry
5,repeat_mode,WORSE,0.007625108000751513,,True,False,symmetry
6,repeat_offset,WORSE,0.007625108000751513,,True,False,symmetry
7,mirror,WORSE,0.007625108000751513,,True,False,symmetry
0,global_mutation_rate,SAME,0.005393790301196257,,True,False,symmetry
1,global_crossover_rate,SAME,0.0005718961279435053,,True,False,symmetry
2,seed,SAME,0.005393790301196257,,True,False,symmetry
3,stamp,SAME,0.005393790301196257,,True,False,symmetry
4,stamp_offset,SAME,0.005393790301196257,,True,False,symmetry
5,repeat_mode,SAME,0.005393790301196257,,True,False,symmetry
6,repeat_offset,SAME,0.005393790301196257,,True,False,symmetry
7,mirror,SAME,0.005393790301196257,,True,False,symmetry
0,global_mutation_rate,BETTER,0.0077862647863055825,,True,False,symmetry
1,global_crossover_rate,BETTER,0.3241560570046731,,True,False,symmetry
2,seed,BETTER,0.0077862647863055825,,True,False,symmetry
3,stamp,BETTER,0.0077862647863055825,,True,False,symmetry
4,stamp_offset,BETTER,0.0077862647863055825,,True,False,symmetry
5,repeat_mode,BETTER,0.0077862647863055825,,True,False,symmetry
6,repeat_offset,BETTER,0.0077862647863055825,,True,False,symmetry
7,mirror,BETTER,0.0077862647863055825,,True,False,symmetry
0,global_mutation_rate,WORSE,0.008328388996731884,,True,True,symmetry
1,global_crossover_rate,WORSE,0.9841652113659661,,True,True,symmetry
2,seed,WORSE,0.01,,True,True,symmetry
3,stamp,WORSE,0.0,True,True,True,symmetry
4,stamp_offset,WORSE,0.0006566530623962408,,True,True,symmetry
5,repeat_mode,WORSE,0.006932118281278877,,True,True,symmetry
6,repeat_offset,WORSE,0.006335872335115029,,True,True,symmetry
7,mirror,WORSE,0.007142923377564518,,True,True,symmetry
0,global_mutation_rate,SAME,0.009029349184497755,,True,True,symmetry
1,global_crossover_rate,SAME,0.09841787115195888,,True,True,symmetry
2,seed,SAME,0.0036886552714821457,,True,True,symmetry
3,stamp,SAME,0.0,True,True,True,symmetry
4,stamp_offset,SAME,0.01,,True,True,symmetry
5,repeat_mode,SAME,0.01,,True,True,symmetry
6,repeat_offset,SAME,0.01,,True,True,symmetry
7,mirror,SAME,0.01,,True,True,symmetry
0,global_mutation_rate,BETTER,0.007757409796033809,,True,True,symmetry
1,global_crossover_rate,BETTER,0.4026212821022688,,True,True,symmetry
2,seed,BETTER,0.01,,True,True,symmetry
3,stamp,BETTER,0.0,True,True,True,symmetry
4,stamp_offset,BETTER,0.0005176446830498902,,True,True,symmetry
5,repeat_mode,BETTER,0.009594649171418872,,True,True,symmetry
6,repeat_offset,BETTER,0.00461338020614344,,True,True,symmetry
7,mirror,BETTER,0.0009344623063152926,,True,True,symmetry
